Protein Id,Id,Gene Symbol,Description
sp|Q9DAZ9|ZFY19_MOUSE,8034,Zfyve19,ZFY19_MOUSE Zinc finger FYVE domain-containing protein 19
sp|Q8CFG0|SULF2_MOUSE,8035,Sulf2,SULF2_MOUSE Extracellular sulfatase Sulf-2
sp|Q9CRC6|CJ032_MOUSE,8036,,CJ032_MOUSE UPF0693 protein C10orf32 homolog
sp|O08609|MLX_MOUSE,8037,Mlx,MLX_MOUSE Max-like protein X
sp|Q9CZH7|MXRA7_MOUSE,8038,Mxra7,MXRA7_MOUSE Matrix-remodeling-associated protein 7
sp|Q3TNL8|IPRI_MOUSE,8039,Itprip,"IPRI_MOUSE Inositol 1,4,5-trisphosphate receptor-interacting protein"
sp|Q8VE94|F110C_MOUSE,8040,Fam110c,F110C_MOUSE Protein FAM110C
sp|Q9Z0J0|NPC2_MOUSE,8041,Npc2,NPC2_MOUSE Epididymal secretory protein E1
sp|Q61503|5NTD_MOUSE,8042,Nt5e,5NTD_MOUSE 5'-nucleotidase
sp|E9PVB5|TTC17_MOUSE,8043,Ttc17,TTC17_MOUSE Tetratricopeptide repeat protein 17
sp|Q9CWX4|RUSD4_MOUSE,8044,Rpusd4,RUSD4_MOUSE RNA pseudouridylate synthase domain-containing protein 4
sp|O08691|ARGI2_MOUSE,8045,Arg2,"ARGI2_MOUSE Arginase-2, mitochondrial"
sp|Q3UKU4|FA83F_MOUSE,8046,Fam83f,FA83F_MOUSE Protein FAM83F
sp|Q91VF2|HNMT_MOUSE,8047,Hnmt,HNMT_MOUSE Histamine N-methyltransferase
sp|Q99LC9|PEX6_MOUSE,8048,Pex6,PEX6_MOUSE Peroxisome assembly factor 2
sp|Q8C0D7|ING4_MOUSE,8049,Ing4,ING4_MOUSE Inhibitor of growth protein 4
sp|Q64323|PIGA_MOUSE,8050,Piga,PIGA_MOUSE N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
sp|Q7TQC5|APTX_MOUSE,8051,Aptx,APTX_MOUSE Aprataxin
sp|O35902|DSG3_MOUSE,8052,Dsg3,DSG3_MOUSE Desmoglein-3
sp|O35683|NDUA1_MOUSE,8053,Ndufa1,NDUA1_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
sp|P0C8B4|CN142_MOUSE,8054,,CN142_MOUSE Uncharacterized protein C14orf142 homolog
sp|Q9WVL1|AP4S1_MOUSE,8055,Ap4s1,AP4S1_MOUSE AP-4 complex subunit sigma-1
tr|Q3UWE6|Q3UWE6_MOUSE,8056,Wdr20,"Q3UWE6_MOUSE MCG14935, isoform CRA_a"
sp|Q60803|TRAF3_MOUSE,8057,Traf3,TRAF3_MOUSE TNF receptor-associated factor 3
sp|P03903|NU4LM_MOUSE,8058,Mtnd4l,NU4LM_MOUSE NADH-ubiquinone oxidoreductase chain 4L
sp|Q9QXA1|CYHR1_MOUSE,8059,Cyhr1,CYHR1_MOUSE Cysteine and histidine-rich protein 1
sp|P70453|PDE7A_MOUSE,8060,Pde7a,"PDE7A_MOUSE High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"
sp|P60007|APC15_MOUSE,8061,Anapc15,APC15_MOUSE Anaphase-promoting complex subunit 15
sp|Q8BI08|MAL2_MOUSE,8062,Mal2,MAL2_MOUSE Protein MAL2
sp|P01831|THY1_MOUSE,8063,Thy1,THY1_MOUSE Thy-1 membrane glycoprotein
sp|P11214|TPA_MOUSE,8064,Plat,TPA_MOUSE Tissue-type plasminogen activator
sp|Q9D7E4|CS025_MOUSE,8065,,CS025_MOUSE UPF0449 protein C19orf25 homolog
sp|Q9D2R8|RT33_MOUSE,8066,Mrps33,"RT33_MOUSE 28S ribosomal protein S33, mitochondrial"
sp|Q641K1|CBPC1_MOUSE,8067,Agtpbp1,CBPC1_MOUSE Cytosolic carboxypeptidase 1
sp|Q02013|AQP1_MOUSE,8068,Aqp1,AQP1_MOUSE Aquaporin-1
sp|Q7TMV1|RN139_MOUSE,8069,Rnf139,RN139_MOUSE E3 ubiquitin-protein ligase RNF139
sp|Q99PU7|BAP1_MOUSE,8070,Bap1,BAP1_MOUSE Ubiquitin carboxyl-terminal hydrolase BAP1
sp|Q9DCG2|CD302_MOUSE,8071,Cd302,CD302_MOUSE CD302 antigen
sp|Q6S5C2|GNPTG_MOUSE,8072,Gnptg,GNPTG_MOUSE N-acetylglucosamine-1-phosphotransferase subunit gamma
sp|Q8QZX5|LSM10_MOUSE,8073,Lsm10,LSM10_MOUSE U7 snRNA-associated Sm-like protein LSm10
sp|Q9JKF4|CLC6A_MOUSE,8074,Clec6a,CLC6A_MOUSE C-type lectin domain family 6 member A
sp|Q9D0T2|DUS12_MOUSE,8075,Dusp12,DUS12_MOUSE Dual specificity protein phosphatase 12
sp|Q8BK08|TMM11_MOUSE,8076,Tmem11,"TMM11_MOUSE Transmembrane protein 11, mitochondrial"
sp|P04940|KV6A6_MOUSE,8077,,KV6A6_MOUSE Ig kappa chain V-VI region NQ2-17.4.1
sp|Q9D958|SPCS1_MOUSE,8078,Spcs1,SPCS1_MOUSE Signal peptidase complex subunit 1
sp|Q3V1L6|MTMRB_MOUSE,8079,Mtmr11,MTMRB_MOUSE Myotubularin-related protein 11
sp|Q8BIX3|AL14E_MOUSE,8080,Arl14ep,AL14E_MOUSE ARL14 effector protein
sp|Q3U3N0|MIER2_MOUSE,8081,Mier2,MIER2_MOUSE Mesoderm induction early response protein 2
sp|Q3UIW5|RNF10_MOUSE,8082,Rnf10,RNF10_MOUSE RING finger protein 10
sp|P50637|TSPO_MOUSE,8083,Tspo,TSPO_MOUSE Translocator protein
tr|F7BPA5|F7BPA5_MOUSE,8084,Pmpcb,F7BPA5_MOUSE Mitochondrial-processing peptidase subunit beta (Fragment)
sp|O08601|MTP_MOUSE,8085,Mttp,MTP_MOUSE Microsomal triglyceride transfer protein large subunit
sp|O35207|CDKA1_MOUSE,8086,Cdk2ap1,CDKA1_MOUSE Cyclin-dependent kinase 2-associated protein 1
sp|P28571|SC6A9_MOUSE,8087,Slc6a9,SC6A9_MOUSE Sodium- and chloride-dependent glycine transporter 1
sp|P01642|KV5A9_MOUSE,8088,Gm10881,KV5A9_MOUSE Ig kappa chain V-V region L7 (Fragment)
sp|P23798|PCGF2_MOUSE,8089,Pcgf2,PCGF2_MOUSE Polycomb group RING finger protein 2
sp|P61025|CKS1_MOUSE,8090,Cks1b,CKS1_MOUSE Cyclin-dependent kinases regulatory subunit 1
sp|Q8CCJ9|P20L1_MOUSE,8091,Phf20l1,P20L1_MOUSE PHD finger protein 20-like protein 1
sp|Q8K0T2|DC2L1_MOUSE,8092,Dync2li1,DC2L1_MOUSE Cytoplasmic dynein 2 light intermediate chain 1
sp|Q8K064|F174B_MOUSE,8093,Fam174b,F174B_MOUSE Membrane protein FAM174B
sp|Q8CIF6|SIDT2_MOUSE,8094,Sidt2,SIDT2_MOUSE SID1 transmembrane family member 2
sp|Q8R5M8|CADM1_MOUSE,8095,Cadm1,CADM1_MOUSE Cell adhesion molecule 1
sp|Q8BGR6|ARL15_MOUSE,8096,Arl15,ARL15_MOUSE ADP-ribosylation factor-like protein 15
sp|Q91XB7|YIF1A_MOUSE,8097,Yif1a,YIF1A_MOUSE Protein YIF1A
sp|P60041|SMS_MOUSE,8098,Sst,SMS_MOUSE Somatostatin
sp|Q78IK2|USMG5_MOUSE,8099,Usmg5,USMG5_MOUSE Up-regulated during skeletal muscle growth protein 5
sp|Q5PRE5|PRSR1_MOUSE,8100,Proser1,PRSR1_MOUSE Proline and serine-rich protein 1
sp|P62274|RS29_MOUSE,8101,Rps29,RS29_MOUSE 40S ribosomal protein S29
sp|Q9D240|PKHJ1_MOUSE,8102,Plekhj1,PKHJ1_MOUSE Pleckstrin homology domain-containing family J member 1
sp|Q9D385|AR2BP_MOUSE,8103,Arl2bp,AR2BP_MOUSE ADP-ribosylation factor-like protein 2-binding protein
sp|Q91Z46|DUS7_MOUSE,8104,Dusp7,DUS7_MOUSE Dual specificity protein phosphatase 7
sp|Q9CZB9|TM128_MOUSE,8105,Tmem128,TM128_MOUSE Transmembrane protein 128
sp|Q9CZ82|MED18_MOUSE,8106,Med18,MED18_MOUSE Mediator of RNA polymerase II transcription subunit 18
sp|Q6PHN7|TM164_MOUSE,8107,Tmem164,TM164_MOUSE Transmembrane protein 164
sp|O08584|KLF6_MOUSE,8108,Klf6,KLF6_MOUSE Krueppel-like factor 6
sp|Q9D4P0|ARL5B_MOUSE,8109,Arl5b,ARL5B_MOUSE ADP-ribosylation factor-like protein 5B
sp|Q9DCV5|TM254_MOUSE,8110,Tmem254,TM254_MOUSE Transmembrane protein 254
sp|O35607|BMPR2_MOUSE,8111,Bmpr2,BMPR2_MOUSE Bone morphogenetic protein receptor type-2
sp|Q9D850|TMM68_MOUSE,8112,Tmem68,TMM68_MOUSE Transmembrane protein 68
sp|Q80XP8|FA76B_MOUSE,8113,Fam76b,FA76B_MOUSE Protein FAM76B
sp|Q8K0H7|S45A3_MOUSE,8114,Slc45a3,S45A3_MOUSE Solute carrier family 45 member 3
tr|B1AVK5|B1AVK5_MOUSE,8115,Col4a6,B1AVK5_MOUSE Protein Col4a6
sp|Q69ZQ1|K1161_MOUSE,8116,Kiaa1161,K1161_MOUSE Uncharacterized family 31 glucosidase KIAA1161
tr|Q6T5E4|Q6T5E4_MOUSE,8117,Gcnt2,"Q6T5E4_MOUSE Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"
sp|Q9Z2Y2|B4GT2_MOUSE,8118,B4galt2,"B4GT2_MOUSE Beta-1,4-galactosyltransferase 2"
sp|Q8VIK2|M17L2_MOUSE,8119,Mpv17l2,M17L2_MOUSE Mpv17-like protein 2
sp|Q9CYH5|GFOD2_MOUSE,8120,Gfod2,GFOD2_MOUSE Glucose-fructose oxidoreductase domain-containing protein 2
sp|O35226-2|PSMD4_MOUSE,8121,Psmd4,PSMD4_MOUSE Isoform Rpn10B of 26S proteasome non-ATPase regulatory subunit 4
sp|P98063|BMP1_MOUSE,8122,Bmp1,BMP1_MOUSE Bone morphogenetic protein 1
tr|E9QAQ7|E9QAQ7_MOUSE,8123,Arid1a,E9QAQ7_MOUSE AT-rich interactive domain-containing protein 1A
sp|Q62009|POSTN_MOUSE,8124,Postn,POSTN_MOUSE Periostin
sp|Q61941|NNTM_MOUSE,8125,Nnt,"NNTM_MOUSE NAD(P) transhydrogenase, mitochondrial"
sp|Q8C8R3|ANK2_MOUSE,8126,Ank2,ANK2_MOUSE Ankyrin-2
sp|Q8K0Y7|CI142_MOUSE,8127,,CI142_MOUSE Uncharacterized protein C9orf142 homolog
tr|J3QQ16|J3QQ16_MOUSE,8128,Col6a3,J3QQ16_MOUSE Protein Col6a3
sp|P70399|TP53B_MOUSE,8129,Tp53bp1,TP53B_MOUSE Tumor suppressor p53-binding protein 1
sp|Q9QXS1-14|PLEC_MOUSE,8130,Plec,PLEC_MOUSE Isoform PLEC-1G of Plectin
sp|P50149|GNAT2_MOUSE,8131,Gnat2,GNAT2_MOUSE Guanine nucleotide-binding protein G(t) subunit alpha-2
sp|P63094-2|GNAS2_MOUSE,8132,Gnas,GNAS2_MOUSE Isoform Gnas-2 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short
sp|P18872-2|GNAO_MOUSE,8133,Gnao1,GNAO_MOUSE Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha
sp|Q9QX47|SON_MOUSE,8134,Son,SON_MOUSE Protein SON
sp|Q80ZJ8|EFC4A_MOUSE,8135,Efcab4a,EFC4A_MOUSE EF-hand calcium-binding domain-containing protein 4A
sp|Q9D4H4|AMOL1_MOUSE,8136,Amotl1,AMOL1_MOUSE Angiomotin-like protein 1
sp|P27546-2|MAP4_MOUSE,8137,Map4,MAP4_MOUSE Isoform 2 of Microtubule-associated protein 4
sp|Q8C196|CPSM_MOUSE,8138,Cps1,"CPSM_MOUSE Carbamoyl-phosphate synthase [ammonia], mitochondrial"
sp|O70405|ULK1_MOUSE,8139,Ulk1,ULK1_MOUSE Serine/threonine-protein kinase ULK1
sp|P50404|SFTPD_MOUSE,8140,Sftpd,SFTPD_MOUSE Pulmonary surfactant-associated protein D
sp|P58281-2|OPA1_MOUSE,8141,Opa1,"OPA1_MOUSE Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial"
sp|Q5XKN4|JAGN1_MOUSE,8142,Jagn1,JAGN1_MOUSE Protein jagunal homolog 1
sp|Q9CZL5|PHS2_MOUSE,8143,Pcbd2,PHS2_MOUSE Pterin-4-alpha-carbinolamine dehydratase 2
sp|A2AIG8|1A1L1_MOUSE,8144,Accs,1A1L1_MOUSE 1-aminocyclopropane-1-carboxylate synthase-like protein 1
tr|S4R1W1|S4R1W1_MOUSE,8145,Gm3839,S4R1W1_MOUSE Uncharacterized protein
sp|Q91X83|METK1_MOUSE,8146,Mat1a,METK1_MOUSE S-adenosylmethionine synthase isoform type-1
sp|Q9CXN7|PBLD2_MOUSE,8147,Pbld2,PBLD2_MOUSE Phenazine biosynthesis-like domain-containing protein 2
sp|Q9DCG6|PBLD1_MOUSE,8148,Pbld1,PBLD1_MOUSE Phenazine biosynthesis-like domain-containing protein 1
sp|O54965|RNF13_MOUSE,8149,Rnf13,RNF13_MOUSE E3 ubiquitin-protein ligase RNF13
sp|Q8C8T8|TSR2_MOUSE,8150,Tsr2,TSR2_MOUSE Pre-rRNA-processing protein TSR2 homolog
sp|P02533|K1C14_HUMAN_contaminant,8151,KRT14,"K1C14_HUMAN_contaminant Keratin, type I cytoskeletal 14"
sp|Q9QWL7|K1C17_MOUSE,8152,Krt17,"K1C17_MOUSE Keratin, type I cytoskeletal 17"
sp|A1L317|K1C24_MOUSE,8153,Krt24,"K1C24_MOUSE Keratin, type I cytoskeletal 24"
sp|O76014|KRT37_HUMAN_contaminant,8154,KRT37,"KRT37_HUMAN_contaminant Keratin, type I cuticular Ha7"
sp|Q9D5J6|SHPK_MOUSE,8155,Shpk,SHPK_MOUSE Sedoheptulokinase
sp|Q9Z110|P5CS_MOUSE,8156,Aldh18a1,P5CS_MOUSE Delta-1-pyrroline-5-carboxylate synthase
sp|Q8BLI0|ATL1_MOUSE,8157,Adamtsl1,ATL1_MOUSE ADAMTS-like protein 1
sp|P25911|LYN_MOUSE,8158,Lyn,LYN_MOUSE Tyrosine-protein kinase Lyn
sp|P05064|ALDOA_MOUSE,8159,Aldoa,ALDOA_MOUSE Fructose-bisphosphate aldolase A
sp|P17932|RL32P_MOUSE,8160,Rpl32-ps,RL32P_MOUSE Putative 60S ribosomal protein L32'
sp|Q91W97|HKDC1_MOUSE,8161,Hkdc1,HKDC1_MOUSE Putative hexokinase HKDC1
sp|Q8BK63|KC1A_MOUSE,8162,Csnk1a1,KC1A_MOUSE Casein kinase I isoform alpha
sp|Q6IR34|GPSM1_MOUSE,8163,Gpsm1,GPSM1_MOUSE G-protein-signaling modulator 1
sp|Q9QZQ8-2|H2AY_MOUSE,8164,H2afy,H2AY_MOUSE Isoform 1 of Core histone macro-H2A.1
sp|Q9EPL2|CSTN1_MOUSE,8165,Clstn1,CSTN1_MOUSE Calsyntenin-1
sp|Q811D0-2|DLG1_MOUSE,8166,Dlg1,DLG1_MOUSE Isoform 2 of Disks large homolog 1
sp|Q9D823|RL37_MOUSE,8167,Rpl37,RL37_MOUSE 60S ribosomal protein L37
sp|Q64437|ADH7_MOUSE,8168,Adh7,ADH7_MOUSE Alcohol dehydrogenase class 4 mu/sigma chain
sp|Q6PIC6|AT1A3_MOUSE,8169,Atp1a3,AT1A3_MOUSE Sodium/potassium-transporting ATPase subunit alpha-3
sp|Q64436|ATP4A_MOUSE,8170,Atp4a,ATP4A_MOUSE Potassium-transporting ATPase alpha chain 1
sp|P17183|ENOG_MOUSE,8171,Eno2,ENOG_MOUSE Gamma-enolase
sp|Q8R3Y5|CS047_MOUSE,8172,,CS047_MOUSE Uncharacterized protein C19orf47 homolog
sp|Q8VE42|ANR49_MOUSE,8173,Ankrd49,ANR49_MOUSE Ankyrin repeat domain-containing protein 49
tr|D3Z1T4|D3Z1T4_MOUSE,8174,Gnb2,D3Z1T4_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment)
sp|Q8K296|MTMR3_MOUSE,8175,Mtmr3,MTMR3_MOUSE Myotubularin-related protein 3
sp|Q8VHQ9|ACO11_MOUSE,8176,Acot11,ACO11_MOUSE Acyl-coenzyme A thioesterase 11
sp|Q8BWG8|ARRB1_MOUSE,8177,Arrb1,ARRB1_MOUSE Beta-arrestin-1
sp|O88990|ACTN3_MOUSE,8178,Actn3,ACTN3_MOUSE Alpha-actinin-3
sp|Q61282|PGCA_MOUSE,8179,Acan,PGCA_MOUSE Aggrecan core protein
tr|B1AZ26|B1AZ26_MOUSE,8180,Cobll1,B1AZ26_MOUSE Cordon-bleu protein-like 1 (Fragment)
sp|O09126|SEM4D_MOUSE,8181,Sema4d,SEM4D_MOUSE Semaphorin-4D
tr|A2BFF5|A2BFF5_MOUSE,8182,Dync1i2,A2BFF5_MOUSE Cytoplasmic dynein 1 intermediate chain 2
sp|A6X935|ITIH4_MOUSE,8183,Itih4,"ITIH4_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4"
sp|A2AIV8|CARD9_MOUSE,8184,Card9,CARD9_MOUSE Caspase recruitment domain-containing protein 9
sp|Q91V92|ACLY_MOUSE,8185,Acly,ACLY_MOUSE ATP-citrate synthase
sp|Q9D8M3|HRG1_MOUSE,8186,Slc48a1,HRG1_MOUSE Heme transporter HRG1
tr|B0V2M3|B0V2M3_MOUSE,8187,Zfp318,B0V2M3_MOUSE Zinc finger protein 318
sp|Q922G2|FA76A_MOUSE,8188,Fam76a,FA76A_MOUSE Protein FAM76A
sp|Q8VE62|PAIP1_MOUSE,8189,Paip1,PAIP1_MOUSE Polyadenylate-binding protein-interacting protein 1
sp|Q8C6K9|CO6A6_MOUSE,8190,Col6a6,CO6A6_MOUSE Collagen alpha-6(VI) chain
tr|E9Q394|E9Q394_MOUSE,8191,Akap13,E9Q394_MOUSE Protein Akap13
tr|Q8R5I6|Q8R5I6_MOUSE,8192,Gstm4,Q8R5I6_MOUSE Glutathione S-transferase mu 4
sp|Q8BQZ4|RLGPB_MOUSE,8193,Ralgapb,RLGPB_MOUSE Ral GTPase-activating protein subunit beta
tr|E9Q4X2|E9Q4X2_MOUSE,8194,Uggt2,E9Q4X2_MOUSE Protein Uggt2
sp|P47758|SRPRB_MOUSE,8195,Srprb,SRPRB_MOUSE Signal recognition particle receptor subunit beta
sp|Q91YE5|BAZ2A_MOUSE,8196,Baz2a,BAZ2A_MOUSE Bromodomain adjacent to zinc finger domain protein 2A
sp|P08553|NFM_MOUSE,8197,Nefm,NFM_MOUSE Neurofilament medium polypeptide
sp|P46660|AINX_MOUSE,8198,Ina,AINX_MOUSE Alpha-internexin
sp|Q0VBK2|K2C80_MOUSE,8199,Krt80,"K2C80_MOUSE Keratin, type II cytoskeletal 80"
sp|P59729|RIN3_MOUSE,8200,Rin3,RIN3_MOUSE Ras and Rab interactor 3
sp|P84089|ERH_MOUSE,8201,Erh,ERH_MOUSE Enhancer of rudimentary homolog
sp|Q6ZWQ0-3|SYNE2_MOUSE,8202,Syne2,SYNE2_MOUSE Isoform 3 of Nesprin-2
sp|Q7TQI7|ABTB2_MOUSE,8203,Abtb2,ABTB2_MOUSE Ankyrin repeat and BTB/POZ domain-containing protein 2
tr|Q8BP43|Q8BP43_MOUSE,8204,Tpm1,"Q8BP43_MOUSE Tropomyosin 1, alpha, isoform CRA_c"
tr|G5E8R1|G5E8R1_MOUSE,8205,Tpm1,"G5E8R1_MOUSE Tropomyosin 1, alpha, isoform CRA_j"
sp|Q9CX84|RGS19_MOUSE,8206,Rgs19,RGS19_MOUSE Regulator of G-protein signaling 19
tr|E9PWB6|E9PWB6_MOUSE,8207,Muc5ac,E9PWB6_MOUSE Protein Muc5ac
sp|P52734|FGD1_MOUSE,8208,Fgd1,"FGD1_MOUSE FYVE, RhoGEF and PH domain-containing protein 1"
sp|D3YVF0|AKAP5_MOUSE,8209,Akap5,AKAP5_MOUSE A-kinase anchor protein 5
sp|Q9JMB0|GKAP1_MOUSE,8210,Gkap1,GKAP1_MOUSE G kinase-anchoring protein 1
sp|O54834|RHG06_MOUSE,8211,Arhgap6,RHG06_MOUSE Rho GTPase-activating protein 6
sp|Q09PK2|APRV1_MOUSE,8212,Asprv1,APRV1_MOUSE Retroviral-like aspartic protease 1
sp|P49300|CLC10_MOUSE,8213,Clec10a,CLC10_MOUSE C-type lectin domain family 10 member A
sp|P97484|LIRB3_MOUSE,8214,Lilrb3,LIRB3_MOUSE Leukocyte immunoglobulin-like receptor subfamily B member 3
sp|Q91XV3|BASP1_MOUSE,8215,Basp1,BASP1_MOUSE Brain acid soluble protein 1
sp|Q922K7|NOP2_MOUSE,8216,Nop2,NOP2_MOUSE Putative ribosomal RNA methyltransferase NOP2
sp|P37889|FBLN2_MOUSE,8217,Fbln2,FBLN2_MOUSE Fibulin-2
sp|Q9R194|CRY2_MOUSE,8218,Cry2,CRY2_MOUSE Cryptochrome-2
sp|P55937-1|GOGA3_MOUSE,8219,Golga3,GOGA3_MOUSE Isoform 1 of Golgin subfamily A member 3
sp|Q9ERG2|STRN3_MOUSE,8220,Strn3,STRN3_MOUSE Striatin-3
sp|Q69ZW3|EHBP1_MOUSE,8221,Ehbp1,EHBP1_MOUSE EH domain-binding protein 1
sp|Q9DBW0|CP4V2_MOUSE,8222,Cyp4v2,CP4V2_MOUSE Cytochrome P450 4V2
tr|D6RH62|D6RH62_MOUSE,8223,Ddhd1,D6RH62_MOUSE Phospholipase DDHD1
tr|G3V011|G3V011_MOUSE,8224,Myo1f,G3V011_MOUSE Unconventional myosin-If
sp|Q9QXY1|ZO3_MOUSE,8225,Tjp3,ZO3_MOUSE Tight junction protein ZO-3
sp|Q80W14|PR40B_MOUSE,8226,Prpf40b,PR40B_MOUSE Pre-mRNA-processing factor 40 homolog B
sp|Q9CY28|GTPB8_MOUSE,8227,Gtpbp8,GTPB8_MOUSE GTP-binding protein 8
sp|P16879|FES_MOUSE,8228,Fes,FES_MOUSE Tyrosine-protein kinase Fes/Fps
sp|O88783|FA5_MOUSE,8229,F5,FA5_MOUSE Coagulation factor V
sp|Q60754|MARCO_MOUSE,8230,Marco,MARCO_MOUSE Macrophage receptor MARCO
tr|B1AQD3|B1AQD3_MOUSE,8231,Rab34,B1AQD3_MOUSE Ras-related protein Rab-34
sp|Q6NZN0|RBM26_MOUSE,8232,Rbm26,RBM26_MOUSE RNA-binding protein 26
sp|Q8BTK5|SMYD4_MOUSE,8233,Smyd4,SMYD4_MOUSE SET and MYND domain-containing protein 4
sp|Q91Z98|CHIL4_MOUSE,8234,Chil4,CHIL4_MOUSE Chitinase-like protein 4
sp|Q9ER35|FN3K_MOUSE,8235,Fn3k,FN3K_MOUSE Fructosamine-3-kinase
sp|Q9DCP2|S38A3_MOUSE,8236,Slc38a3,S38A3_MOUSE Sodium-coupled neutral amino acid transporter 3
tr|D3YVM5|D3YVM5_MOUSE,8237,Rplp0,D3YVM5_MOUSE 60S acidic ribosomal protein P0 (Fragment)
sp|Q9QXZ0|MACF1_MOUSE,8238,Macf1,MACF1_MOUSE Microtubule-actin cross-linking factor 1
sp|Q9QXZ0-3|MACF1_MOUSE,8239,Macf1,MACF1_MOUSE Isoform 3 of Microtubule-actin cross-linking factor 1
tr|S4R1P5|S4R1P5_MOUSE,8240,Dst,S4R1P5_MOUSE Dystonin
sp|P46425|GSTP2_MOUSE,8241,Gstp2,GSTP2_MOUSE Glutathione S-transferase P 2
sp|P61294|RAB6B_MOUSE,8242,Rab6b,RAB6B_MOUSE Ras-related protein Rab-6B
sp|P35279|RAB6A_MOUSE,8243,Rab6a,RAB6A_MOUSE Ras-related protein Rab-6A
sp|P63011|RAB3A_MOUSE,8244,Rab3a,RAB3A_MOUSE Ras-related protein Rab-3A
sp|Q8BHC1|RB39B_MOUSE,8245,Rab39b,RB39B_MOUSE Ras-related protein Rab-39B
sp|Q923S9|RAB30_MOUSE,8246,Rab30,RAB30_MOUSE Ras-related protein Rab-30
sp|Q9CZT8|RAB3B_MOUSE,8247,Rab3b,RAB3B_MOUSE Ras-related protein Rab-3B
sp|Q922Q6|ABHEA_MOUSE,8248,Abhd14a,ABHEA_MOUSE Alpha/beta hydrolase domain-containing protein 14A
sp|Q8CFJ7|S2545_MOUSE,8249,Slc25a45,S2545_MOUSE Solute carrier family 25 member 45
sp|P17047|LAMP2_MOUSE,8250,Lamp2,LAMP2_MOUSE Lysosome-associated membrane glycoprotein 2
sp|Q9QYB5-2|ADDG_MOUSE,8251,Add3,ADDG_MOUSE Isoform 1 of Gamma-adducin
sp|Q9R0H0|ACOX1_MOUSE,8252,Acox1,ACOX1_MOUSE Peroxisomal acyl-coenzyme A oxidase 1
sp|Q9QZB0|RGS17_MOUSE,8253,Rgs17,RGS17_MOUSE Regulator of G-protein signaling 17
sp|Q6P1B1|XPP1_MOUSE,8254,Xpnpep1,XPP1_MOUSE Xaa-Pro aminopeptidase 1
sp|Q9D8C3|ALG13_MOUSE,8255,Alg13,ALG13_MOUSE Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13
tr|Q8BML3|Q8BML3_MOUSE,8256,Glt28d2,Q8BML3_MOUSE Glycosyltransferase 28 domain containing 2
sp|O08677-2|KNG1_MOUSE,8257,Kng1,KNG1_MOUSE Isoform LMW of Kininogen-1
sp|P06795|MDR1B_MOUSE,8258,Abcb1b,MDR1B_MOUSE Multidrug resistance protein 1B
sp|P28843|DPP4_MOUSE,8259,Dpp4,DPP4_MOUSE Dipeptidyl peptidase 4
sp|Q9D620|RFIP1_MOUSE,8260,Rab11fip1,RFIP1_MOUSE Rab11 family-interacting protein 1
sp|Q06770|CBG_MOUSE,8261,Serpina6,CBG_MOUSE Corticosteroid-binding globulin
sp|Q60575-2|KIF1B_MOUSE,8262,Kif1b,KIF1B_MOUSE Isoform 2 of Kinesin-like protein KIF1B
sp|P33173|KIF1A_MOUSE,8263,Kif1a,KIF1A_MOUSE Kinesin-like protein KIF1A
sp|P68134|ACTS_MOUSE,8264,Acta1,"ACTS_MOUSE Actin, alpha skeletal muscle"
tr|F7B0R9|F7B0R9_MOUSE,8265,2010300C02Rik,F7B0R9_MOUSE Protein 2010300C02Rik (Fragment)
sp|Q08879-2|FBLN1_MOUSE,8266,Fbln1,FBLN1_MOUSE Isoform C of Fibulin-1
tr|F6S444|F6S444_MOUSE,8267,Fubp3,F6S444_MOUSE Protein Fubp3 (Fragment)
sp|Q91WJ8|FUBP1_MOUSE,8268,Fubp1,FUBP1_MOUSE Far upstream element-binding protein 1
sp|Q99K67|AASS_MOUSE,8269,Aass,"AASS_MOUSE Alpha-aminoadipic semialdehyde synthase, mitochondrial"
sp|Q08642|PADI2_MOUSE,8270,Padi2,PADI2_MOUSE Protein-arginine deiminase type-2
sp|Q922R0|PRKX_MOUSE,8271,Prkx,PRKX_MOUSE cAMP-dependent protein kinase catalytic subunit PRKX
tr|A2AE27|A2AE27_MOUSE,8272,Ampd2,A2AE27_MOUSE AMP deaminase 2
sp|P27661|H2AX_MOUSE,8273,H2afx,H2AX_MOUSE Histone H2AX
sp|Q9JLQ2|GIT2_MOUSE,8274,Git2,GIT2_MOUSE ARF GTPase-activating protein GIT2
sp|Q9ET54|PALLD_MOUSE,8275,Palld,PALLD_MOUSE Palladin
sp|Q68FF6|GIT1_MOUSE,8276,Git1,GIT1_MOUSE ARF GTPase-activating protein GIT1
tr|F7CVJ5|F7CVJ5_MOUSE,8277,Ahnak2,F7CVJ5_MOUSE Protein Ahnak2 (Fragment)
